"LacrimaBroadcas"    7e7d7ba000
"HeapTaskDaemon"    9ec28000
"stagram.android"    14170000
"HeapTaskDaemon"    9ec29000
"stagram.android"    133db000
"HeapTaskDaemon"    9efd3000
"stagram.android"    13bd4000
"HeapTaskDaemon"    9ec2a000
"HeapTaskDaemon"    9efd4000
"stagram.android"    13bd8000
"HeapTaskDaemon"    9ec2b000
"stagram.android"    141a2000
"HeapTaskDaemon"    9efd5000
"stagram.android"    13be2000
"stagram.android"    13be1000
"stagram.android"    13be0000
"HeapTaskDaemon"    9ec2c000
"stagram.android"    13bdf000
"stagram.android"    13bde000
"stagram.android"    13bdd000
"stagram.android"    13bdc000
"stagram.android"    13be4000
"HeapTaskDaemon"    9ec2d000
"stagram.android"    13bf0000
"HeapTaskDaemon"    9ec2e000
"stagram.android"    13bef000
"stagram.android"    13bee000
"stagram.android"    13bed000
"stagram.android"    13bec000
"stagram.android"    13bea000
"stagram.android"    13beb000
"stagram.android"    13be9000
"stagram.android"    13be8000
"stagram.android"    13bf2000
"stagram.android"    1423b000
"stagram.android"    13bf5000
"stagram.android"    13bf6000
"stagram.android"    13bf7000
"stagram.android"    13bfc000
"stagram.android"    13bfb000
"stagram.android"    13bfa000
"HeapTaskDaemon"    9efd8000
"stagram.android"    13bff000
"stagram.android"    1418b000
"HeapTaskDaemon"    9ec30000
"stagram.android"    13d47000
"stagram.android"    13d46000
"HeapTaskDaemon"    9ec31000
"stagram.android"    13d45000
"stagram.android"    13d44000
"stagram.android"    13d43000
"HeapTaskDaemon"    9ec33000
"stagram.android"    13d4c000
"stagram.android"    13d4b000
"HeapTaskDaemon"    9efdb000
"stagram.android"    13d4e000
"stagram.android"    13d49000
"HeapTaskDaemon"    9ec34000
"stagram.android"    13d55000
"stagram.android"    13d54000
"stagram.android"    13d51000
"HeapTaskDaemon"    9ec35000
"stagram.android"    13d53000
"stagram.android"    13d52000
"stagram.android"    13d57000
"HeapTaskDaemon"    9ec36000
"stagram.android"    13d5b000
"HeapTaskDaemon"    9ec37000
"HeapTaskDaemon"    9efdf000
"stagram.android"    15099000
"stagram.android"    13437000
"HeapTaskDaemon"    9ec38000
"stagram.android"    13436000
"stagram.android"    13434000
"stagram.android"    13433000
"stagram.android"    13431000
"stagram.android"    1342f000
"stagram.android"    1342e000
"stagram.android"    1342c000
"HeapTaskDaemon"    9ec39000
"stagram.android"    1342b000
"stagram.android"    1342a000
"stagram.android"    13432000
"HeapTaskDaemon"    9efe0000
"stagram.android"    13439000
"HeapTaskDaemon"    9ec3a000
"stagram.android"    13d63000
"stagram.android"    13d62000
"HeapTaskDaemon"    9ec3b000
"stagram.android"    13d61000
"stagram.android"    13d60000
"stagram.android"    13d5f000
"HeapTaskDaemon"    9ec3c000
"stagram.android"    1424e000
"stagram.android"    13d67000
"HeapTaskDaemon"    9ec3f000
"stagram.android"    13d68000
"HeapTaskDaemon"    9ec40000
"stagram.android"    1340b000
"stagram.android"    1340a000
"stagram.android"    13409000
"stagram.android"    13408000
"stagram.android"    13407000
"stagram.android"    13406000
"HeapTaskDaemon"    9ec41000
"stagram.android"    13405000
"stagram.android"    13403000
"stagram.android"    13404000
"stagram.android"    1340d000
"HeapTaskDaemon"    9ec42000
"HeapTaskDaemon"    9efe7000
"stagram.android"    133ed000
"stagram.android"    133ec000
"stagram.android"    133eb000
"stagram.android"    133e9000
"stagram.android"    133e8000
"HeapTaskDaemon"    9ec43000
"stagram.android"    133e7000
"stagram.android"    133ea000
"HeapTaskDaemon"    9efe8000
"stagram.android"    133e2000
"HeapTaskDaemon"    9ec45000
"stagram.android"    133e0000
"stagram.android"    133df000
"stagram.android"    133e1000
"HeapTaskDaemon"    9ed80000
"stagram.android"    133e4000
"HeapTaskDaemon"    9ec46000
"HeapTaskDaemon"    9ec47000
"stagram.android"    13411000
"stagram.android"    144e2000
"stagram.android"    1415a000
"HeapTaskDaemon"    9ec48000
"stagram.android"    1598f000
"HeapTaskDaemon"    9efec000
"HeapTaskDaemon"    9ec4a000
"HeapTaskDaemon"    9ec4b000
"stagram.android"    13d82000
"HeapTaskDaemon"    9ec4c000
"stagram.android"    13d98000
"HeapTaskDaemon"    9ec4d000
"HeapTaskDaemon"    9ec4e000
"stagram.android"    13d9b000
"HeapTaskDaemon"    9efef000
"HeapTaskDaemon"    9ec4f000
"stagram.android"    13d9f000
"HeapTaskDaemon"    9eff0000
"HeapTaskDaemon"    9ec50000
"stagram.android"    13da3000
"HeapTaskDaemon"    9ec51000
"stagram.android"    13d88000
"HeapTaskDaemon"    9ec52000
"stagram.android"    13d87000
"stagram.android"    13d86000
"HeapTaskDaemon"    9eff1000
"stagram.android"    13d85000
"stagram.android"    13d8b000
"HeapTaskDaemon"    9ec54000
"HeapTaskDaemon"    9eff2000
"stagram.android"    13d7b000
"stagram.android"    13d7a000
"stagram.android"    13d79000
"stagram.android"    13d77000
"HeapTaskDaemon"    9ec55000
"stagram.android"    13d76000
"stagram.android"    13d72000
"stagram.android"    13d75000
"stagram.android"    13d73000
"HeapTaskDaemon"    9eff3000
"stagram.android"    13d7c000
"stagram.android"    13d74000
"stagram.android"    13d7e000
"HeapTaskDaemon"    9ec56000
"HeapTaskDaemon"    9ec57000
"stagram.android"    13d8f000
"HeapTaskDaemon"    9eff4000
"HeapTaskDaemon"    9ec58000
"stagram.android"    13d92000
"stagram.android"    13d94000
"HeapTaskDaemon"    9ec5b000
"HeapTaskDaemon"    9ec5c000
"HeapTaskDaemon"    9eff6000
"stagram.android"    1456b000
"stagram.android"    9ecb0000
"HeapTaskDaemon"    9ec5d000
"stagram.android"    9f02f000
"stagram.android"    1516c000
"stagram.android"    1454b000
"HeapTaskDaemon"    9ec5e000
"stagram.android"    9ecb5000
"stagram.android"    7fbe2f6000
"stagram.android"    9edb7000
"stagram.android"    7f28a26000
"HeapTaskDaemon"    9ec5f000
"stagram.android"    9f02c000
"stagram.android"    1498c000
"HeapTaskDaemon"    9ec60000
"stagram.android"    149cd000
"stagram.android"    9eccb000
"HeapTaskDaemon"    9ec61000
"stagram.android"    16a47000
"stagram.android"    16b51000
"stagram.android"    9ed1d000
"HeapTaskDaemon"    9ec62000
"stagram.android"    149cf000
"stagram.android"    16b52000
"stagram.android"    9ebbb000
"HeapTaskDaemon"    9effa000
"stagram.android"    9ecac000
"stagram.android"    1552b000
"stagram.android"    150a8000
"HeapTaskDaemon"    9ec63000
"stagram.android"    1516d000
"HeapTaskDaemon"    9ec64000
"HeapTaskDaemon"    9effc000
"HeapTaskDaemon"    9ec65000
"stagram.android"    13487000
"HeapTaskDaemon"    9effd000
"stagram.android"    13494000
"stagram.android"    15171000
"stagram.android"    15187000
"HeapTaskDaemon"    9ec67000
"stagram.android"    134b7000
"HeapTaskDaemon"    9ec68000
"stagram.android"    134bb000
"stagram.android"    15172000
"HeapTaskDaemon"    9ec69000
"HeapTaskDaemon"    9f000000
"stagram.android"    15180000
"HeapTaskDaemon"    9ec6a000
"stagram.android"    1516f000
"stagram.android"    15170000
"stagram.android"    1518a000
"HeapTaskDaemon"    9ec6b000
"stagram.android"    134e2000
"HeapTaskDaemon"    9ec6c000
"HeapTaskDaemon"    9f002000
"stagram.android"    15173000
"stagram.android"    1517b000
"HeapTaskDaemon"    9ec6d000
"HeapTaskDaemon"    9ec6f000
"stagram.android"    1518c000
"HeapTaskDaemon"    9ec74000
"stagram.android"    1358f000
"stagram.android"    1359e000
"stagram.android"    135a6000
"stagram.android"    15181000
"stagram.android"    9ee8d000
"stagram.android"    15174000
"stagram.android"    1517a000
"HeapTaskDaemon"    9ec80000
"stagram.android"    1361c000
"HeapTaskDaemon"    9ec81000
"stagram.android"    1362f000
"HeapTaskDaemon"    9ec82000
"HeapTaskDaemon"    9ec83000
"HeapTaskDaemon"    9ec84000
"HeapTaskDaemon"    9ec85000
"HeapTaskDaemon"    9f011000
"stagram.android"    1517c000
"HeapTaskDaemon"    9ec86000
"stagram.android"    136a9000
"stagram.android"    15188000
"HeapTaskDaemon"    9f014000
"stagram.android"    136c9000
"HeapTaskDaemon"    9f016000
"HeapTaskDaemon"    9f017000
"stagram.android"    1516e000
"HeapTaskDaemon"    9ec8f000
"stagram.android"    13716000
"HeapTaskDaemon"    9ed77000
"HeapTaskDaemon"    9ec94000
"stagram.android"    1375c000
"HeapTaskDaemon"    9ec95000
"stagram.android"    13766000
"stagram.android"    14866000
"HeapTaskDaemon"    9f026000
"HeapTaskDaemon"    9f028000
"HeapTaskDaemon"    9eca5000
"HeapTaskDaemon"    9eca7000
"stagram.android"    138da000
"HeapTaskDaemon"    9eca9000
"HeapTaskDaemon"    9ecaa000
"HeapTaskDaemon"    9ecac000
"stagram.android"    14114000
"HeapTaskDaemon"    9ecae000
"stagram.android"    139a0000
"stagram.android"    139a8000
"stagram.android"    139d3000
"HeapTaskDaemon"    9ecba000
"HeapTaskDaemon"    9ecbb000
"stagram.android"    139f3000
"HeapTaskDaemon"    9ecbc000
"stagram.android"    13a01000
"stagram.android"    13a09000
"HeapTaskDaemon"    9ecbf000
"HeapTaskDaemon"    9ecc0000
"stagram.android"    13a20000
"HeapTaskDaemon"    9f03d000
"HeapTaskDaemon"    9ecc1000
"HeapTaskDaemon"    9f03e000
"HeapTaskDaemon"    9f03f000
"HeapTaskDaemon"    9ecc2000
"HeapTaskDaemon"    9f040000
"HeapTaskDaemon"    9ecc3000
"stagram.android"    13bd3000
"HeapTaskDaemon"    9ecc4000
"HeapTaskDaemon"    9f041000
"HeapTaskDaemon"    9ecc5000
"HeapTaskDaemon"    9f042000
"HeapTaskDaemon"    9ecc6000
"stagram.android"    13d5a000
"HeapTaskDaemon"    9f044000
"HeapTaskDaemon"    9ecc8000
"stagram.android"    1456c000
"HeapTaskDaemon"    9ecc9000
"stagram.android"    13410000
"stagram.android"    13d81000
"stagram.android"    13d9a000
"HeapTaskDaemon"    9f046000
"stagram.android"    13d9e000
"HeapTaskDaemon"    9f047000
"HeapTaskDaemon"    9ecca000
"HeapTaskDaemon"    9f048000
"stagram.android"    9ea7e000
"stagram.android"    9f1a0000
"stagram.android"    9ecd8000
"HeapTaskDaemon"    9eccb000
"pool-15-thread-"    7e6f398000
"stagram.android"    9f2ce000
"HeapTaskDaemon"    9f049000
"pool-15-thread-"    7e6f399000
"HeapTaskDaemon"    9eccc000
"pool-15-thread-"    16a60000
"HeapTaskDaemon"    9f04a000
"stagram.android"    144f6000
"stagram.android"    144c8000
"pool-15-thread-"    7e7d341000
"HeapTaskDaemon"    9eccd000
"stagram.android"    14334000
"pool-15-thread-"    16ac1000
"stagram.android"    14440000
"pool-15-thread-"    16ac4000
"stagram.android"    14450000
"stagram.android"    14448000
"pool-15-thread-"    16ac5000
"stagram.android"    9eb1e000
"pool-15-thread-"    16ac6000
"pool-15-thread-"    16ac7000
"stagram.android"    144c0000
"pool-15-thread-"    16ac8000
"pool-15-thread-"    16ac2000
"stagram.android"    9ea48000
"pool-15-thread-"    16ac9000
"stagram.android"    144f0000
"pool-15-thread-"    16aca000
"stagram.android"    144e0000
"pool-15-thread-"    16acb000
"HeapTaskDaemon"    9f04b000
"pool-15-thread-"    16acc000
"stagram.android"    132ff000
"pool-15-thread-"    16acd000
"stagram.android"    14159000
"HeapTaskDaemon"    9ecce000
"stagram.android"    14158000
"pool-15-thread-"    16ace000
"stagram.android"    1415e000
"stagram.android"    14165000
"pool-15-thread-"    16acf000
"stagram.android"    14c07000
"HeapTaskDaemon"    9eccf000
"pool-15-thread-"    16ad0000
"stagram.android"    14f79000
"stagram.android"    14a6e000
"pool-15-thread-"    16ad1000
"stagram.android"    14a9f000
"HeapTaskDaemon"    9ecd0000
"pool-15-thread-"    16ad2000
"stagram.android"    14a8d000
"pool-15-thread-"    16ac3000
"pool-15-thread-"    16ad3000
"stagram.android"    9eac3000
"HeapTaskDaemon"    9f04d000
"pool-15-thread-"    16ad4000
"pool-15-thread-"    16ad5000
"pool-15-thread-"    16ad6000
"HeapTaskDaemon"    9ecd1000
"pool-15-thread-"    16ad7000
"pool-15-thread-"    16ad8000
"pool-15-thread-"    16ad9000
"HeapTaskDaemon"    9ecd2000
"pool-15-thread-"    16a44000
"pool-15-thread-"    16ada000
"stagram.android"    9edae000
"HeapTaskDaemon"    9ecd3000
"stagram.android"    9ed78000
"HeapTaskDaemon"    9ecd4000
"HeapTaskDaemon"    9f050000
"stagram.android"    7f28dd1000
"HeapTaskDaemon"    9ecd5000
"stagram.android"    7e6ca66000
"HeapTaskDaemon"    9f051000
"pool-15-thread-"    131ba000
"pool-15-thread-"    9ed55000
"pool-15-thread-"    7f234bd000
"HeapTaskDaemon"    9ecd6000
"pool-15-thread-"    7e6f397000
"stagram.android"    9f12c000
"stagram.android"    9eba5000
"stagram.android"    15272000
"HeapTaskDaemon"    9f052000
"stagram.android"    15c98000
"HeapTaskDaemon"    9ecd7000
"stagram.android"    9eb21000
"HeapTaskDaemon"    9ecd8000
"stagram.android"    9f1cf000
"HeapTaskDaemon"    9f053000
"stagram.android"    14a57000
"stagram.android"    14a55000
"HeapTaskDaemon"    9ecd9000
"HeapTaskDaemon"    9f054000
"HeapTaskDaemon"    9ecda000
"pool-12-thread-"    7e738b3000
"stagram.android"    9f184000
"pool-12-thread-"    7e7d37d000
"stagram.android"    9f2ab000
"pool-12-thread-"    7e738b4000
"pool-12-thread-"    7e7d314000
"pool-12-thread-"    7e738b2000
"HeapTaskDaemon"    9f055000
"pool-12-thread-"    7f234e0000
"pool-12-thread-"    711f9000
"pool-12-thread-"    7e7d436000
"HeapTaskDaemon"    9ecdc000
"pool-12-thread-"    7ead0e5000
"stagram.android"    15c8f000
"HeapTaskDaemon"    9ecdd000
"pool-12-thread-"    7e7d769000
"stagram.android"    131da000
"pool-12-thread-"    7e7d771000
"HeapTaskDaemon"    9ecde000
"stagram.android"    9f197000
"stagram.android"    9ea70000
"stagram.android"    9ee27000
"stagram.android"    1318d000
"HeapTaskDaemon"    9ecdf000
"stagram.android"    15ca4000
"HeapTaskDaemon"    9f058000
"HeapTaskDaemon"    9f059000
"stagram.android"    15c93000
"stagram.android"    9ec23000
"HeapTaskDaemon"    9ece1000
"HeapTaskDaemon"    9ece2000
"stagram.android"    7e9b703000
"HeapTaskDaemon"    9f05a000
"HeapTaskDaemon"    9ece3000
"stagram.android"    70a1d000
"HeapTaskDaemon"    9ece4000
"HeapTaskDaemon"    9f05b000
"stagram.android"    9edfc000
"HeapTaskDaemon"    9ece5000
"stagram.android"    9f11e000
"stagram.android"    15c90000
"stagram.android"    13227000
"HeapTaskDaemon"    9ece6000
"HeapTaskDaemon"    9ece7000
"HeapTaskDaemon"    9f05e000
"stagram.android"    153e6000
"HeapTaskDaemon"    9ece8000
"stagram.android"    9efff000
"HeapTaskDaemon"    9ece9000
"stagram.android"    9ef73000
"Lacrima_single_"    7ebbc3b000
"stagram.android"    9ee46000
"HeapTaskDaemon"    9ecea000
"HeapTaskDaemon"    9eceb000
"HeapTaskDaemon"    9ecec000
"HeapTaskDaemon"    9eced000
"HeapTaskDaemon"    9f061000
"HeapTaskDaemon"    9ecee000
"HeapTaskDaemon"    9f062000
"HeapTaskDaemon"    9ecef000
"HeapTaskDaemon"    9ecf0000
"Lacrima_single_"    7f35297000
"HeapTaskDaemon"    9ecf1000
"HeapTaskDaemon"    9ecf2000
"HeapTaskDaemon"    9ecf3000
"HeapTaskDaemon"    9ecf4000
"HeapTaskDaemon"    9ecf5000
"pool-12-thread-"    70bae000
"pool-12-thread-"    7eab74f000
"HeapTaskDaemon"    9ecf6000
"stagram.android"    9ef74000
"stagram.android"    70ad4000
"HeapTaskDaemon"    9ecf7000
"stagram.android"    133cd000
"stagram.android"    9eceb000
"HeapTaskDaemon"    9ecf8000
"stagram.android"    9ee1a000
"HeapTaskDaemon"    9f067000
"stagram.android"    7ebb87e000
"stagram.android"    7e6c7d3000
"HeapTaskDaemon"    9ecf9000
"HeapTaskDaemon"    9f068000
"HeapTaskDaemon"    9f069000
"HeapTaskDaemon"    9ecfa000
"HeapTaskDaemon"    9ecfb000
"stagram.android"    9ea63000
"stagram.android"    9f2db000
"HeapTaskDaemon"    9ecfc000
"stagram.android"    9f192000
"stagram.android"    9ed28000
"stagram.android"    9ebd5000
"HeapTaskDaemon"    9ecfd000
"pool-12-thread-"    9eeaa000
"stagram.android"    9ec4f000
"HeapTaskDaemon"    9f06c000
"stagram.android"    9ec52000
"stagram.android"    9ecf0000
"stagram.android"    7e50250000
"HeapTaskDaemon"    9ecfe000
"stagram.android"    9f287000
"stagram.android"    9f115000
"stagram.android"    9ecca000
"stagram.android"    9f048000
"stagram.android"    9f040000
"HeapTaskDaemon"    9ecff000
"stagram.android"    9f117000
"stagram.android"    144f3000
"stagram.android"    9ea7c000
"stagram.android"    9f269000
"stagram.android"    9ec86000
"HeapTaskDaemon"    9ed00000
"stagram.android"    9ebc6000
"stagram.android"    9f268000
"stagram.android"    9f033000
"stagram.android"    9eced000
"stagram.android"    9edb9000
"HeapTaskDaemon"    9f06e000
"stagram.android"    9eba2000
"stagram.android"    9ed6c000
"stagram.android"    9edc1000
"stagram.android"    9ed20000
"HeapTaskDaemon"    9ef68000
"stagram.android"    9ea72000
"stagram.android"    9f198000
"stagram.android"    9ec8f000
"stagram.android"    9f015000
"stagram.android"    15c97000
"stagram.android"    9ecee000
"HeapTaskDaemon"    9ed01000
"stagram.android"    9f183000
"HeapTaskDaemon"    9f06f000
"stagram.android"    9ea38000
"stagram.android"    9f15e000
"stagram.android"    7e7d68e000
"HeapTaskDaemon"    9f070000
"stagram.android"    1543a000
"stagram.android"    9f037000
"HeapTaskDaemon"    9ed02000
"stagram.android"    9ed1e000
"HeapTaskDaemon"    9ed03000
"HeapTaskDaemon"    9ed04000
"stagram.android"    9f086000
"HeapTaskDaemon"    9f072000
"stagram.android"    15c7f000
"HeapTaskDaemon"    9ed05000
"stagram.android"    9f211000
"stagram.android"    9ebdf000
"HeapTaskDaemon"    9f073000
"HeapTaskDaemon"    9ed06000
"stagram.android"    1497b000
"stagram.android"    149de000
"HeapTaskDaemon"    9f074000
"stagram.android"    149ec000
"stagram.android"    9f1df000
"HeapTaskDaemon"    9ed07000
"stagram.android"    1497c000
"stagram.android"    149bc000
"stagram.android"    149ab000
"stagram.android"    149ac000
"stagram.android"    1499c000
"stagram.android"    1497d000
"HeapTaskDaemon"    9ed08000
"stagram.android"    149c9000
"stagram.android"    1497a000
"stagram.android"    16a7b000
"stagram.android"    149c0000
"HeapTaskDaemon"    9ed09000
"stagram.android"    9f29b000
"stagram.android"    9f142000
"HeapTaskDaemon"    9f076000
"stagram.android"    149af000
"stagram.android"    149a0000
"stagram.android"    149e1000
"HeapTaskDaemon"    9ed0a000
"stagram.android"    16b50000
"stagram.android"    14980000
"stagram.android"    16b53000
"stagram.android"    14990000
"stagram.android"    149ea000
"stagram.android"    16a48000
"HeapTaskDaemon"    9ed0b000
"stagram.android"    16b4d000
"stagram.android"    149e0000
"stagram.android"    149df000
"stagram.android"    149b0000
"HeapTaskDaemon"    9ed0c000
"stagram.android"    150ad000
"HeapTaskDaemon"    9ed0d000
"stagram.android"    150af000
"stagram.android"    149e5000
"stagram.android"    150aa000
"HeapTaskDaemon"    9f079000
"stagram.android"    14981000
"stagram.android"    132a4000
"stagram.android"    14991000
"stagram.android"    150a9000
"stagram.android"    149eb000
"HeapTaskDaemon"    9ed0e000
"stagram.android"    150ae000
"HeapTaskDaemon"    9ed0f000
"stagram.android"    9f36d000
"HeapTaskDaemon"    9f07a000
"stagram.android"    9ec80000
"HeapTaskDaemon"    9ed10000
"stagram.android"    14f7e000
"stagram.android"    9f099000
"stagram.android"    9ed5f000
"HeapTaskDaemon"    9ed11000
"stagram.android"    9eca7000
"HeapTaskDaemon"    9ed12000
"HeapTaskDaemon"    9ed13000
"HeapTaskDaemon"    9f07c000
"HeapTaskDaemon"    9ed14000
"HeapTaskDaemon"    9ed15000
"HeapTaskDaemon"    9f07d000
"HeapTaskDaemon"    9ed16000
"HeapTaskDaemon"    9ed17000
"HeapTaskDaemon"    9ed18000
"HeapTaskDaemon"    9ed19000
"stagram.android"    7e6ca67000
"HeapTaskDaemon"    9ed1a000
"stagram.android"    7f28d41000
"stagram.android"    15b90000
"HeapTaskDaemon"    9f080000
"stagram.android"    15d95000
"stagram.android"    15ba4000
"stagram.android"    15c4d000
"stagram.android"    15b87000
"stagram.android"    15256000
"HeapTaskDaemon"    9ed1b000
"stagram.android"    15b9d000
"stagram.android"    15b93000
"stagram.android"    15c49000
"stagram.android"    15bc8000
"stagram.android"    15254000
"stagram.android"    15b8d000
"stagram.android"    15c76000
"HeapTaskDaemon"    9ed1c000
"stagram.android"    15b91000
"stagram.android"    15ba7000
"stagram.android"    15b7f000
"HeapTaskDaemon"    9f081000
"stagram.android"    15d94000
"stagram.android"    15ba6000
"HeapTaskDaemon"    9ed1d000
"stagram.android"    15b8b000
"HeapTaskDaemon"    9f082000
"stagram.android"    7e6c745000
"HeapTaskDaemon"    9ed1e000
"HeapTaskDaemon"    9f083000
"HeapTaskDaemon"    9ed1f000
"HeapTaskDaemon"    9ed20000
"HeapTaskDaemon"    9f084000
"HeapTaskDaemon"    9ed21000
"stagram.android"    15dad000
"HeapTaskDaemon"    9ed22000
"stagram.android"    711ee000
"HeapTaskDaemon"    9ed23000
"HeapTaskDaemon"    9ed24000
"HeapTaskDaemon"    9ed25000
"HeapTaskDaemon"    9f086000
"HeapTaskDaemon"    9ed26000
"HeapTaskDaemon"    9ed27000
"HeapTaskDaemon"    9ed28000
"HeapTaskDaemon"    9ed29000
"HeapTaskDaemon"    9ed2a000
"HeapTaskDaemon"    9f089000
"HeapTaskDaemon"    9ed2b000
"HeapTaskDaemon"    9ed2c000
"HeapTaskDaemon"    9f08a000
"HeapTaskDaemon"    9ed2d000
"HeapTaskDaemon"    9f08b000
"HeapTaskDaemon"    9ed2e000
"HeapTaskDaemon"    9ed2f000
"HeapTaskDaemon"    9f08c000
"Binder:16360_7"    7ebb957000
"HeapTaskDaemon"    9ed30000
"HeapTaskDaemon"    9ed31000
"Binder:16360_7"    70db2000
"Binder:16360_7"    7123c000
"HeapTaskDaemon"    9ed32000
"HeapTaskDaemon"    9f08f000
"HeapTaskDaemon"    9ed33000
"HeapTaskDaemon"    9ed34000
"HeapTaskDaemon"    9ed35000
"HeapTaskDaemon"    9f091000
"HeapTaskDaemon"    9ed36000
"HeapTaskDaemon"    9ed37000
"HeapTaskDaemon"    9f092000
"HeapTaskDaemon"    9ed38000
"HeapTaskDaemon"    9ed39000
"HeapTaskDaemon"    9ed3a000
"HeapTaskDaemon"    9f094000
"HeapTaskDaemon"    9ed3b000
"HeapTaskDaemon"    9f095000
"HeapTaskDaemon"    9ed3c000
"HeapTaskDaemon"    9ed3d000
"HeapTaskDaemon"    9ed3e000
"HeapTaskDaemon"    9ed3f000
"HeapTaskDaemon"    9f098000
"HeapTaskDaemon"    9ed40000
"HeapTaskDaemon"    9ed41000
"HeapTaskDaemon"    9ed42000
"HeapTaskDaemon"    9ed43000
"HeapTaskDaemon"    9ed46000
"HeapTaskDaemon"    9f09b000
"HeapTaskDaemon"    9ed47000
"HeapTaskDaemon"    9ed48000
"HeapTaskDaemon"    9f09d000
"HeapTaskDaemon"    9ed49000
"HeapTaskDaemon"    9ed4a000
"HeapTaskDaemon"    9ed4b000
"HeapTaskDaemon"    9f09f000
"HeapTaskDaemon"    9ed4c000
"HeapTaskDaemon"    9f0a0000
"HeapTaskDaemon"    9ed4d000
"HeapTaskDaemon"    9ed4e000
"HeapTaskDaemon"    9f0a1000
"HeapTaskDaemon"    9ed4f000
"HeapTaskDaemon"    9f0a2000
"HeapTaskDaemon"    9ed50000
"HeapTaskDaemon"    9ed51000
"stagram.android"    9ea46000
"HeapTaskDaemon"    9f0a3000
"HeapTaskDaemon"    9ed52000
"HeapTaskDaemon"    9f0a4000
"HeapTaskDaemon"    9ed53000
"HeapTaskDaemon"    9ed54000
"HeapTaskDaemon"    9f0a5000
"HeapTaskDaemon"    9ed55000
"HeapTaskDaemon"    9f0a6000
"HeapTaskDaemon"    9ed56000
"HeapTaskDaemon"    9ed57000
"HeapTaskDaemon"    9ed58000
"HeapTaskDaemon"    9f0a8000
"HeapTaskDaemon"    9ed59000
"HeapTaskDaemon"    9ed5a000
"HeapTaskDaemon"    9f0a9000
"stagram.android"    9f2bb000
"HeapTaskDaemon"    9ed5b000
"HeapTaskDaemon"    9f0aa000
"HeapTaskDaemon"    9ed5c000
"HeapTaskDaemon"    9ed5d000
"HeapTaskDaemon"    9ed5e000
"HeapTaskDaemon"    9ed5f000
"HeapTaskDaemon"    9f0ad000
"HeapTaskDaemon"    9ed60000
"HeapTaskDaemon"    9f0ae000
"HeapTaskDaemon"    9f0af000
"HeapTaskDaemon"    9ed61000
"HeapTaskDaemon"    9ed62000
"HeapTaskDaemon"    9ed63000
"HeapTaskDaemon"    9ed64000
"HeapTaskDaemon"    9f1a6000
"HeapTaskDaemon"    9ed65000
"HeapTaskDaemon"    9f0b2000
"stagram.android"    9f1d0000
"HeapTaskDaemon"    9ed66000
"HeapTaskDaemon"    9ed67000
"HeapTaskDaemon"    9ed68000
"stagram.android"    715f3000
"HeapTaskDaemon"    9f0b4000
"stagram.android"    9f2c6000
"HeapTaskDaemon"    9ed69000
"stagram.android"    9eda8000
"stagram.android"    1336f000
"HeapTaskDaemon"    9ed6a000
"stagram.android"    9ea3a000
"HeapTaskDaemon"    9ed6c000
"stagram.android"    7e6cc33000
"HeapTaskDaemon"    9ed6d000
"HeapTaskDaemon"    9ed6e000
"HeapTaskDaemon"    9ed6f000
"HeapTaskDaemon"    9f0ba000
"HeapTaskDaemon"    9ed70000
"HeapTaskDaemon"    9ed71000
"HeapTaskDaemon"    9ed72000
"HeapTaskDaemon"    9ed73000
"HeapTaskDaemon"    9ed74000
"HeapTaskDaemon"    9ed75000
"HeapTaskDaemon"    9f0bf000
"HeapTaskDaemon"    9f0c1000
"HeapTaskDaemon"    9f0c2000
"HeapTaskDaemon"    9ed78000
"HeapTaskDaemon"    9ed79000
"HeapTaskDaemon"    9ed7a000
"HeapTaskDaemon"    9ed7b000
"HeapTaskDaemon"    9ed7c000
"HeapTaskDaemon"    9ed7d000
"HeapTaskDaemon"    9ed7e000
"HeapTaskDaemon"    9ed7f000
"HeapTaskDaemon"    9f0c9000
"HeapTaskDaemon"    9ed81000
"HeapTaskDaemon"    9f0ca000
"HeapTaskDaemon"    9ed82000
"HeapTaskDaemon"    9ed83000
"HeapTaskDaemon"    9ed84000
"stagram.android"    72b3a000
"HeapTaskDaemon"    9ed85000
"HeapTaskDaemon"    9ed86000
"stagram.android"    9eb25000
"HeapTaskDaemon"    9f0ce000
"stagram.android"    1548c000
"HeapTaskDaemon"    9ed87000
"stagram.android"    9ea3b000
"HeapTaskDaemon"    9edf9000
"stagram.android"    147c0000
"stagram.android"    14663000
"stagram.android"    14664000
"stagram.android"    1466e000
"HeapTaskDaemon"    9ed88000
"stagram.android"    14666000
"stagram.android"    9f046000
"stagram.android"    145d8000
"HeapTaskDaemon"    9ed89000
"stagram.android"    9f03d000
"stagram.android"    16a43000
"HeapTaskDaemon"    9ed8a000
"stagram.android"    711ca000
"HeapTaskDaemon"    9ed8c000
"HeapTaskDaemon"    9ed8d000
"stagram.android"    70d4f000
"HeapTaskDaemon"    9ed8e000
"stagram.android"    7e7d4b0000
"HeapTaskDaemon"    9ed8f000
"HeapTaskDaemon"    9ed90000
"stagram.android"    7ebb881000
"HeapTaskDaemon"    9ed91000
"stagram.android"    7ebb905000
"HeapTaskDaemon"    9f0d7000
"HeapTaskDaemon"    9ed92000
"stagram.android"    9eb18000
"HeapTaskDaemon"    9f0d8000
"HeapTaskDaemon"    9ed93000
